x1,x2,x3,x4,loss_estimate,iter
954.6383380889891,621.6193437576294,722.2315073013306,579.261040687561,0.1929716269440597,0
495.3372150659561,927.8253316879272,457.6415970921517,736.28249168396,0.1768495229665826,0
610.1044058799744,412.7996914088726,880.7434797286987,496.786779165268,0.2584625025054855,0
769.5532202720642,837.8071069717407,617.8746402263641,949.139165878296,0.2590077153872001,0
838.2096529006958,523.4177887439728,531.4889401197433,868.5784459114075,0.1991566949851516,0
697.5119113922119,725.9519100189209,798.3060002326965,411.52029782533646,0.1230456354141256,0
437.4302357435226,660.8902812004089,691.7270302772522,781.6915392875671,0.117394816026702,0
877.9825568199158,889.6427273750305,956.8227648735046,629.3758451938629,0.0479319702160173,0
918.5169577598572,461.8254944682121,659.8574876785278,472.3714306950569,0.3153871667471581,0
459.0692788362503,788.7223958969116,998.1404781341552,920.092272758484,0.1199752683292297,0
644.2963659763336,553.7382662296295,500.16875863075256,690.2520835399628,0.1982349950627264,0
803.5986423492432,995.628035068512,839.0744686126709,833.1573724746704,0.2051252186443949,0
726.7197012901306,663.1478607654572,924.350082874298,750.2597689628601,0.027004666207663,0
586.1685335636139,887.4715328216553,583.5698306560516,602.6487231254578,0.1535814437639494,0
546.2536424398422,502.5246500968933,765.2887225151062,963.1415486335754,0.0830081859946513,0
986.9525194168092,746.9143033027649,423.886077105999,520.1264590024948,0.2495540284236011,0
963.877260684967,491.5507763624191,978.0839920043944,796.7076897621155,0.1429991397203862,0
523.3260840177536,757.9156517982483,642.1161592006683,649.0611851215363,0.121688897402521,0
563.0932569503784,692.8900182247162,818.9862251281738,879.1930556297302,0.0541351973485398,0
703.792142868042,857.7385663986206,482.46890604496,436.21572256088257,0.167777261803498,0
400.0,1000.0,1000.0,400.0,0.0834838531042128,1
590.4941144635129,720.6759176923292,1000.0,674.8337320002327,0.07257317554412342,2
807.8913256819549,1000.0,1000.0,400.0,0.09913206154833368,3
400.0,468.15038688685866,1000.0,1000.0,0.062254276069732224,4
680.1840334861938,610.7292549999576,1000.0,1000.0,0.14801239957379958,5
400.0,400.0,1000.0,893.6779720764496,0.07382414072309224,6
645.8422373003182,906.2826556930906,1000.0,592.0856080812143,0.09696980735299315,7
400.0,705.7766691916559,1000.0,763.0024579496292,0.10321106431783862,8
400.0,808.4802972137688,1000.0,400.0,0.1226460755850343,9
400.0,400.0,400.0,1000.0,0.2843334369094538,10
400.0,1000.0,400.0,400.0,0.15170476288301982,11
611.7780926989765,558.7688962409079,916.7406296017066,819.860891549301,0.031213152184268084,12
616.3487880335174,595.785571712943,1000.0,819.8040065727151,0.07000421357795975,13
400.0,544.6863129089323,892.717653643253,858.4123842368075,0.06620063459179495,14
765.4412015945131,727.9950408852169,892.6177852371607,714.9175610192603,0.03184114104079583,15
1000.0,797.6721558959251,1000.0,611.1235288501434,0.13182054536985818,16
400.0,572.9669068598324,1000.0,799.5681872886236,0.08429024156798631,17
710.4442690710391,691.4288245183432,869.8352542164324,775.5254135737085,0.050883121690932974,18
400.0,1000.0,824.5877103894311,400.0,0.0032747967987865477,19
400.0,1000.0,763.0797073233946,400.0,0.02907867501104836,20
579.5098855963844,1000.0,822.6650924300037,400.0,0.037602618609417715,21
400.0,910.2831910620582,861.4592106645475,538.7140051284309,0.02030942758855395,22
400.0,1000.0,810.6050451847625,500.67641197120355,0.012403724145093246,23
695.6262293677388,946.576721618825,861.1836151211958,579.8246676893982,0.10099729479122069,24
400.0,1000.0,795.5947018518643,457.83205872676183,0.04009247675630017,25
400.0,924.717630740438,801.7579215904177,400.0,0.03951214665605124,26
400.0,923.7795135225984,801.9832635987698,469.00337494762533,0.03996366939146231,27
400.0,1000.0,849.3310711829145,400.0,0.020751425356577407,28
400.0,1000.0,843.8112802998094,565.2002445878672,0.013608832028857126,29
1000.0,1000.0,776.0427612593364,400.0,0.10656161378411055,30
400.0,807.5301016868158,847.6414060026957,640.2919035886239,0.050016475575870536,31
400.0,1000.0,850.9029806657337,680.9806653623839,0.00574437358795346,32
400.0,1000.0,808.2779725691407,668.6672663649194,0.028843677580745533,33
400.0,1000.0,900.6611922329821,608.0910422531372,0.02773557036258396,34
400.0,1000.0,844.3551806053881,541.6119895384481,0.01157815511714983,35
400.0,1000.0,707.5475057255766,1000.0,0.03967362337482571,36
400.0,1000.0,830.7725908341309,1000.0,0.017292854463814507,37
400.0,842.3356351933475,804.1121588436434,1000.0,0.05016058590911563,38
400.0,1000.0,810.7980553116196,829.7183758270853,0.03492394900950114,39
400.0,1000.0,905.1102408807812,761.8555162161088,0.06123890220177138,40
641.4592330872947,400.0,857.0530752395798,842.133536030033,0.06277551751363297,41
400.0,1000.0,790.9251336309103,598.2412009571879,0.035793025422775716,42
633.7378680382822,495.6921825066907,875.8339422433935,1000.0,0.08640462120999294,43
903.4222302958369,954.0721701458097,609.5710664987564,559.8686035722494,0.1346256178591171,44
790.3785394350234,662.2247056098736,1000.0,677.8930065168777,0.09736670868851878,45
400.0,400.0,400.0,400.0,0.36860408153616603,46
400.0,1000.0,877.9020839380098,505.9110141595479,0.005016058590911563,47
437.4482501298189,828.3954216167331,805.3239168599248,698.8328875973821,0.07050911464975472,48
432.77432657778263,883.7369825690985,737.5410120934248,421.40660174191,0.07720788569429031,49
1000.0,400.0,792.5698434278611,1000.0,0.08527299604549655,50
433.569610491395,575.1190276816487,689.9204412475228,802.2789871320128,0.14297750476223842,51
400.0,1000.0,864.6059650425279,465.94780718961596,0.023377906768816986,52
851.9441544583779,400.0,1000.0,1000.0,0.07134363991518795,53
400.0,1000.0,857.1714305494011,400.0,0.018165304268846504,54
699.1854332387447,884.1995915398002,742.6087062805891,624.2675144225359,0.11598977073435536,55
615.22698774263,639.4146775528252,872.7293403880093,718.5845836414014,0.013364158918766722,56
664.7255028635393,601.8216585774585,832.585926908885,738.0464434819179,0.023553682978909973,57
630.9568786457979,645.7361974092913,854.1635428627783,708.9886333402094,0.013834283571051605,58
592.1975605787749,642.4553079989652,887.7786475681053,740.6719540887168,0.02180782416629059,59
1000.0,1000.0,400.0,400.0,0.1949112600184178,60
695.2953724270424,569.8707337488086,837.9988732422007,782.0194865559685,0.03127915596316542,61
1000.0,707.7341666625109,1000.0,1000.0,0.08595951731212238,62
400.0,1000.0,1000.0,1000.0,0.10680519234215513,63
1000.0,1000.0,1000.0,686.307252935728,0.08618953538588452,64
471.352601856157,1000.0,858.6949109178191,400.0,0.0431641038227228,65
590.8239555891205,598.1438078447599,851.3771757919083,763.063764608582,0.022117703291345905,66
