x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,loss
2.049785614013672,1.9502143859863281,1.9502143859863281,1.9502143859863281,1.9502143859863281,1.9502143859863281,1.9502143859863281,2.049785614013672,1.9502143859863281,1.9502143859863281,2.049785614013672,1.9502143859863281,1.9502143859863281,2.049785614013672,1.9502143859863281,1.9502143859863281,2.049785614013672,2.049785614013672,1.9502143859863281,1.9502143859863281,2.049785614013672,1.9502143859863281,2.049785614013672,1.9502143859863281,2.049785614013672,1.9502143859863281,1.9502143859863281,2.049785614013672,2.049785614013672,1.9502143859863281,2.049785614013672,1.9502143859863281,2.049785614013672,1.9502143859863281,2.049785614013672,2.049785614013672,2.049785614013672,2.049785614013672,1.9502143859863281,1.9502143859863281,1.9502143859863281,1.9502143859863281,0.8557150152882919
1.8797537088394165,2.1202462911605835,2.1202462911605835,2.1202462911605835,2.1202462911605835,2.1202462911605835,2.1202462911605835,1.8797537088394165,2.1202462911605835,2.1202462911605835,1.8797537088394165,2.1202462911605835,2.1202462911605835,1.8797537088394165,2.1202462911605835,2.1202462911605835,1.8797537088394165,1.8797537088394165,2.1202462911605835,2.1202462911605835,1.8797537088394165,2.1202462911605835,1.8797537088394165,2.1202462911605835,1.8797537088394165,2.1202462911605835,2.1202462911605835,1.8797537088394165,1.8797537088394165,2.1202462911605835,1.8797537088394165,2.1202462911605835,1.8797537088394165,2.1202462911605835,1.8797537088394165,1.8797537088394165,1.8797537088394165,1.8797537088394165,2.1202462911605835,2.1202462911605835,2.1202462911605835,2.1202462911605835,0.8557150152882919
1.0244334936141968,2.9755665063858032,2.9755665063858032,2.9755665063858032,2.9755665063858032,2.9755665063858032,2.9755665063858032,1.0244334936141968,2.9755665063858032,2.9755665063858032,1.0244334936141968,2.9755665063858032,2.9755665063858032,1.0244334936141968,2.9755665063858032,2.9755665063858032,1.0244334936141968,1.0244334936141968,2.9755665063858032,2.9755665063858032,1.0244334936141968,2.9755665063858032,1.0244334936141968,2.9755665063858032,1.0244334936141968,2.9755665063858032,2.9755665063858032,1.0244334936141968,1.0244334936141968,2.9755665063858032,1.0244334936141968,2.9755665063858032,1.0244334936141968,2.9755665063858032,1.0244334936141968,1.0244334936141968,1.0244334936141968,1.0244334936141968,2.9755665063858032,2.9755665063858032,2.9755665063858032,2.9755665063858032,0.8656184119683451
2.921021230518818,1.078978769481182,1.078978769481182,1.078978769481182,1.078978769481182,1.078978769481182,1.078978769481182,2.921021230518818,1.078978769481182,1.078978769481182,2.921021230518818,1.078978769481182,1.078978769481182,2.921021230518818,1.078978769481182,1.078978769481182,2.921021230518818,2.921021230518818,1.078978769481182,1.078978769481182,2.921021230518818,1.078978769481182,2.921021230518818,1.078978769481182,2.921021230518818,1.078978769481182,1.078978769481182,2.921021230518818,2.921021230518818,1.078978769481182,2.921021230518818,1.078978769481182,2.921021230518818,1.078978769481182,2.921021230518818,2.921021230518818,2.921021230518818,2.921021230518818,1.078978769481182,1.078978769481182,1.078978769481182,1.078978769481182,0.8461536535688096
2.508193552494049,1.491806447505951,1.491806447505951,1.491806447505951,1.491806447505951,1.491806447505951,1.491806447505951,2.508193552494049,1.491806447505951,1.491806447505951,2.508193552494049,1.491806447505951,1.491806447505951,2.508193552494049,1.491806447505951,1.491806447505951,2.508193552494049,2.508193552494049,1.491806447505951,1.491806447505951,2.508193552494049,1.491806447505951,2.508193552494049,1.491806447505951,2.508193552494049,1.491806447505951,1.491806447505951,2.508193552494049,2.508193552494049,1.491806447505951,2.508193552494049,1.491806447505951,2.508193552494049,1.491806447505951,2.508193552494049,2.508193552494049,2.508193552494049,2.508193552494049,1.491806447505951,1.491806447505951,1.491806447505951,1.491806447505951,0.8461536535688096
1.435817003250122,2.564182996749878,2.564182996749878,2.564182996749878,2.564182996749878,2.564182996749878,2.564182996749878,1.435817003250122,2.564182996749878,2.564182996749878,1.435817003250122,2.564182996749878,2.564182996749878,1.435817003250122,2.564182996749878,2.564182996749878,1.435817003250122,1.435817003250122,2.564182996749878,2.564182996749878,1.435817003250122,2.564182996749878,1.435817003250122,2.564182996749878,1.435817003250122,2.564182996749878,2.564182996749878,1.435817003250122,1.435817003250122,2.564182996749878,1.435817003250122,2.564182996749878,1.435817003250122,2.564182996749878,1.435817003250122,1.435817003250122,1.435817003250122,1.435817003250122,2.564182996749878,2.564182996749878,2.564182996749878,2.564182996749878,0.8656184119683451
1.5347824096679688,2.4652175903320312,2.4652175903320312,2.4652175903320312,2.4652175903320312,2.4652175903320312,2.4652175903320312,1.5347824096679688,2.4652175903320312,2.4652175903320312,1.5347824096679688,2.4652175903320312,2.4652175903320312,1.5347824096679688,2.4652175903320312,2.4652175903320312,1.5347824096679688,1.5347824096679688,2.4652175903320312,2.4652175903320312,1.5347824096679688,2.4652175903320312,1.5347824096679688,2.4652175903320312,1.5347824096679688,2.4652175903320312,2.4652175903320312,1.5347824096679688,1.5347824096679688,2.4652175903320312,1.5347824096679688,2.4652175903320312,1.5347824096679688,2.4652175903320312,1.5347824096679688,1.5347824096679688,1.5347824096679688,1.5347824096679688,2.4652175903320312,2.4652175903320312,2.4652175903320312,2.4652175903320312,0.8557150152882919
2.396212875843048,1.603787124156952,1.603787124156952,1.603787124156952,1.603787124156952,1.603787124156952,1.603787124156952,2.396212875843048,1.603787124156952,1.603787124156952,2.396212875843048,1.603787124156952,1.603787124156952,2.396212875843048,1.603787124156952,1.603787124156952,2.396212875843048,2.396212875843048,1.603787124156952,1.603787124156952,2.396212875843048,1.603787124156952,2.396212875843048,1.603787124156952,2.396212875843048,1.603787124156952,1.603787124156952,2.396212875843048,2.396212875843048,1.603787124156952,2.396212875843048,1.603787124156952,2.396212875843048,1.603787124156952,2.396212875843048,2.396212875843048,2.396212875843048,2.396212875843048,1.603787124156952,1.603787124156952,1.603787124156952,1.603787124156952,0.8557150152882919
2.340226113796234,1.6597738862037659,1.6597738862037659,1.6597738862037659,1.6597738862037659,1.6597738862037659,1.6597738862037659,2.340226113796234,1.6597738862037659,1.6597738862037659,2.340226113796234,1.6597738862037659,1.6597738862037659,2.340226113796234,1.6597738862037659,1.6597738862037659,2.340226113796234,2.340226113796234,1.6597738862037659,1.6597738862037659,2.340226113796234,1.6597738862037659,2.340226113796234,1.6597738862037659,2.340226113796234,1.6597738862037659,1.6597738862037659,2.340226113796234,2.340226113796234,1.6597738862037659,2.340226113796234,1.6597738862037659,2.340226113796234,1.6597738862037659,2.340226113796234,2.340226113796234,2.340226113796234,2.340226113796234,1.6597738862037659,1.6597738862037659,1.6597738862037659,1.6597738862037659,0.8557150152882919
1.7287638187408447,2.2712361812591553,2.2712361812591553,2.2712361812591553,2.2712361812591553,2.2712361812591553,2.2712361812591553,1.7287638187408447,2.2712361812591553,2.2712361812591553,1.7287638187408447,2.2712361812591553,2.2712361812591553,1.7287638187408447,2.2712361812591553,2.2712361812591553,1.7287638187408447,1.7287638187408447,2.2712361812591553,2.2712361812591553,1.7287638187408447,2.2712361812591553,1.7287638187408447,2.2712361812591553,1.7287638187408447,2.2712361812591553,2.2712361812591553,1.7287638187408447,1.7287638187408447,2.2712361812591553,1.7287638187408447,2.2712361812591553,1.7287638187408447,2.2712361812591553,1.7287638187408447,1.7287638187408447,1.7287638187408447,1.7287638187408447,2.2712361812591553,2.2712361812591553,2.2712361812591553,2.2712361812591553,0.8557150152882919
1.3667988777160645,2.6332011222839355,2.6332011222839355,2.6332011222839355,2.6332011222839355,2.6332011222839355,2.6332011222839355,1.3667988777160645,2.6332011222839355,2.6332011222839355,1.3667988777160645,2.6332011222839355,2.6332011222839355,1.3667988777160645,2.6332011222839355,2.6332011222839355,1.3667988777160645,1.3667988777160645,2.6332011222839355,2.6332011222839355,1.3667988777160645,2.6332011222839355,1.3667988777160645,2.6332011222839355,1.3667988777160645,2.6332011222839355,2.6332011222839355,1.3667988777160645,1.3667988777160645,2.6332011222839355,1.3667988777160645,2.6332011222839355,1.3667988777160645,2.6332011222839355,1.3667988777160645,1.3667988777160645,1.3667988777160645,1.3667988777160645,2.6332011222839355,2.6332011222839355,2.6332011222839355,2.6332011222839355,0.8656184119683451
2.6892053186893463,1.3107946813106537,1.3107946813106537,1.3107946813106537,1.3107946813106537,1.3107946813106537,1.3107946813106537,2.6892053186893463,1.3107946813106537,1.3107946813106537,2.6892053186893463,1.3107946813106537,1.3107946813106537,2.6892053186893463,1.3107946813106537,1.3107946813106537,2.6892053186893463,2.6892053186893463,1.3107946813106537,1.3107946813106537,2.6892053186893463,1.3107946813106537,2.6892053186893463,1.3107946813106537,2.6892053186893463,1.3107946813106537,1.3107946813106537,2.6892053186893463,2.6892053186893463,1.3107946813106537,2.6892053186893463,1.3107946813106537,2.6892053186893463,1.3107946813106537,2.6892053186893463,2.6892053186893463,2.6892053186893463,2.6892053186893463,1.3107946813106537,1.3107946813106537,1.3107946813106537,1.3107946813106537,0.8461536535688096
2.8505739867687225,1.1494260132312775,1.1494260132312775,1.1494260132312775,1.1494260132312775,1.1494260132312775,1.1494260132312775,2.8505739867687225,1.1494260132312775,1.1494260132312775,2.8505739867687225,1.1494260132312775,1.1494260132312775,2.8505739867687225,1.1494260132312775,1.1494260132312775,2.8505739867687225,2.8505739867687225,1.1494260132312775,1.1494260132312775,2.8505739867687225,1.1494260132312775,2.8505739867687225,1.1494260132312775,2.8505739867687225,1.1494260132312775,1.1494260132312775,2.8505739867687225,2.8505739867687225,1.1494260132312775,2.8505739867687225,1.1494260132312775,2.8505739867687225,1.1494260132312775,2.8505739867687225,2.8505739867687225,2.8505739867687225,2.8505739867687225,1.1494260132312775,1.1494260132312775,1.1494260132312775,1.1494260132312775,0.8461536535688096
1.2039564847946167,2.7960435152053833,2.7960435152053833,2.7960435152053833,2.7960435152053833,2.7960435152053833,2.7960435152053833,1.2039564847946167,2.7960435152053833,2.7960435152053833,1.2039564847946167,2.7960435152053833,2.7960435152053833,1.2039564847946167,2.7960435152053833,2.7960435152053833,1.2039564847946167,1.2039564847946167,2.7960435152053833,2.7960435152053833,1.2039564847946167,2.7960435152053833,1.2039564847946167,2.7960435152053833,1.2039564847946167,2.7960435152053833,2.7960435152053833,1.2039564847946167,1.2039564847946167,2.7960435152053833,1.2039564847946167,2.7960435152053833,1.2039564847946167,2.7960435152053833,1.2039564847946167,1.2039564847946167,1.2039564847946167,1.2039564847946167,2.7960435152053833,2.7960435152053833,2.7960435152053833,2.7960435152053833,0.8656184119683451
1.82520592212677,2.17479407787323,2.17479407787323,2.17479407787323,2.17479407787323,2.17479407787323,2.17479407787323,1.82520592212677,2.17479407787323,2.17479407787323,1.82520592212677,2.17479407787323,2.17479407787323,1.82520592212677,2.17479407787323,2.17479407787323,1.82520592212677,1.82520592212677,2.17479407787323,2.17479407787323,1.82520592212677,2.17479407787323,1.82520592212677,2.17479407787323,1.82520592212677,2.17479407787323,2.17479407787323,1.82520592212677,1.82520592212677,2.17479407787323,1.82520592212677,2.17479407787323,1.82520592212677,2.17479407787323,1.82520592212677,1.82520592212677,1.82520592212677,1.82520592212677,2.17479407787323,2.17479407787323,2.17479407787323,2.17479407787323,0.8557150152882919
2.245269536972046,1.754730463027954,1.754730463027954,1.754730463027954,1.754730463027954,1.754730463027954,1.754730463027954,2.245269536972046,1.754730463027954,1.754730463027954,2.245269536972046,1.754730463027954,1.754730463027954,2.245269536972046,1.754730463027954,1.754730463027954,2.245269536972046,2.245269536972046,1.754730463027954,1.754730463027954,2.245269536972046,1.754730463027954,2.245269536972046,1.754730463027954,2.245269536972046,1.754730463027954,1.754730463027954,2.245269536972046,2.245269536972046,1.754730463027954,2.245269536972046,1.754730463027954,2.245269536972046,1.754730463027954,2.245269536972046,2.245269536972046,2.245269536972046,2.245269536972046,1.754730463027954,1.754730463027954,1.754730463027954,1.754730463027954,0.8557150152882919
2.142843186855316,1.8571568131446838,1.8571568131446838,1.8571568131446838,1.8571568131446838,1.8571568131446838,1.8571568131446838,2.142843186855316,1.8571568131446838,1.8571568131446838,2.142843186855316,1.8571568131446838,1.8571568131446838,2.142843186855316,1.8571568131446838,1.8571568131446838,2.142843186855316,2.142843186855316,1.8571568131446838,1.8571568131446838,2.142843186855316,1.8571568131446838,2.142843186855316,1.8571568131446838,2.142843186855316,1.8571568131446838,1.8571568131446838,2.142843186855316,2.142843186855316,1.8571568131446838,2.142843186855316,1.8571568131446838,2.142843186855316,1.8571568131446838,2.142843186855316,2.142843186855316,2.142843186855316,2.142843186855316,1.8571568131446838,1.8571568131446838,1.8571568131446838,1.8571568131446838,0.8557150152882919
1.7855236530303955,2.2144763469696045,2.2144763469696045,2.2144763469696045,2.2144763469696045,2.2144763469696045,2.2144763469696045,1.7855236530303955,2.2144763469696045,2.2144763469696045,1.7855236530303955,2.2144763469696045,2.2144763469696045,1.7855236530303955,2.2144763469696045,2.2144763469696045,1.7855236530303955,1.7855236530303955,2.2144763469696045,2.2144763469696045,1.7855236530303955,2.2144763469696045,1.7855236530303955,2.2144763469696045,1.7855236530303955,2.2144763469696045,2.2144763469696045,1.7855236530303955,1.7855236530303955,2.2144763469696045,1.7855236530303955,2.2144763469696045,1.7855236530303955,2.2144763469696045,1.7855236530303955,1.7855236530303955,1.7855236530303955,1.7855236530303955,2.2144763469696045,2.2144763469696045,2.2144763469696045,2.2144763469696045,0.8557150152882919
1.1813788414001465,2.8186211585998535,2.8186211585998535,2.8186211585998535,2.8186211585998535,2.8186211585998535,2.8186211585998535,1.1813788414001465,2.8186211585998535,2.8186211585998535,1.1813788414001465,2.8186211585998535,2.8186211585998535,1.1813788414001465,2.8186211585998535,2.8186211585998535,1.1813788414001465,1.1813788414001465,2.8186211585998535,2.8186211585998535,1.1813788414001465,2.8186211585998535,1.1813788414001465,2.8186211585998535,1.1813788414001465,2.8186211585998535,2.8186211585998535,1.1813788414001465,1.1813788414001465,2.8186211585998535,1.1813788414001465,2.8186211585998535,1.1813788414001465,2.8186211585998535,1.1813788414001465,1.1813788414001465,1.1813788414001465,1.1813788414001465,2.8186211585998535,2.8186211585998535,2.8186211585998535,2.8186211585998535,0.8656184119683451
